template_id,template_name,category,source_alerts,source_type,spl_template,parameters,common_logic_summary,variation_summary
TPL-0375,Multiple Quarantined Emails Targeting The Same Receiver (Cymulate Summary),malware,"[""[IA] 0882_Multiple Quarantined Emails Targeting the Same Receiver (Cymulate_Summary)"", ""[IA] 0882_Multiple Quarantined Emails Targeting the Same Receiver (Cymulate_Summary) *""]",saved_alert | index-scoped/mixed,"index = {{index}} act={{value}} | rex field=_raw {{value}} | eval sender_email=esafriendlyfrom | where isnotnull(sender_email) | where isnotnull(src) | eval sender_email = replace(sender_email, {{value}}, {{value}}) | eval targetreceiver = duser | search ((duser in ({{value_set}})) and sender_email={{value}}) | eventstats count by targetreceiver | where count > {{threshold}} | eval {{value}} = sender_email | eval {{value}} = act | eval {{value}} = duser | eval {{value}} = src | eval {{value}} = msg | stats min({{value}}) as {{value}} max({{value}}) as {{value}} values(msg) as msg count as {{value}} by {{value}}, {{value}}, {{value}}, {{value}} | eval {{value}}=mvindex(msg, 0, 10)","{""index"": {""default"": ""g49425_cisco_cloud_email_gateway"", ""distinct_count"": 3, ""examples"": [""g49425_cisco_cloud_email_gateway"", ""federated:g49425_cisco_cloud_email_gateway"", ""federated:g49425_cisco_email_gateway""]}, ""source_alert_metadata"": {""actions"": [""email""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""2025-07-07 exclude duser IN (\""cymulatedr@ia.org.hk\"", \""cymulatedc@ia.org.hk\"", \""cymulatenpo@ia.org.hk\""))  AND sender_email!=\""donotreply@cymulatemailgateway.com\"" and move to daily summary as per kelvin's request"", ""cloud migration\n2025-07-07 exclude duser IN (\""cymulatedr@ia.org.hk\"", \""cymulatedc@ia.org.hk\"", \""cymulatenpo@ia.org.hk\""))  AND sender_email!=\""donotreply@cymulatemailgateway.com\"" and move to daily summary as per kelvin's request""], ""descriptions_available"": 2, ""enabled_states"": [false, true], ""schedules"": [""01 17 * * *""], ""severities"": [2]}, ""threshold"": {""default"": ""5"", ""distinct_count"": 1, ""examples"": [""5""]}, ""value"": {""default"": ""QUARANTINED"", ""distinct_count"": 6, ""examples"": [""QUARANTINED"", ""_raw"", ""ESAFriendlyFrom"", ""replace"", ""duser"", ""donotreply@cymulatemailgateway.com*""]}}",selects events from parameterized index/source-type scope; aggregates events by detection entities; extracts or normalizes fields from raw/structured data; applies a threshold or condition before alerting.,index values differ (3 distinct); enabled and disabled variants are both present.
TPL-0376,Nx Multiple Event From Same Attacker And Blocked,malware,"[""[AVSECO] 3510_NX Multiple Event From Same Attacker and Blocked"", ""[CITIC Pacific] 3510_NX Multiple Event From Same Attacker and Blocked""]",saved_alert | index-scoped/mixed,"index = {{index}} act={{value}} | rex field=_raw {{value}} | stats values(dst) as dst dc(dst) as dcdst values(msg) as msg count as count_ by src host act | search count_ > {{value}} | search not [| search index = {{index}} ticketnumber={{value}}*3510 earliest={{earliest}} | stats count by {{src_ip_field}} | rename {{src_ip_field}} as src | table src] | eval {{value}}=count_ | eval {{value}} = mvjoin(msg,{{value}}) | eval {{value}} = {{value}} | eval {{value}} = {{value}} {{macro:virustotal_scan_source_ip___q2}}","{""index"": {""default"": ""g50501_nx"", ""distinct_count"": 3, ""examples"": [""g50501_nx"", ""ticket_summary"", ""g20499_fireeye""]}, ""macro"": {""default"": ""virustotal_scan_source_ip('Event_Source IP')"", ""distinct_count"": 1, ""examples"": [""virustotal_scan_source_ip('Event_Source IP')""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [true], ""schedules"": [""*/15 * * * *""], ""severities"": [1]}, ""src_ip_field"": {""default"": ""SourceIP"", ""distinct_count"": 2, ""examples"": [""SourceIP"", ""src_ip""]}, ""value"": {""default"": ""*block*"", ""distinct_count"": 6, ""examples"": [""*block*"", ""_raw"", ""50501*3510"", ""-1h"", ""strftime"", ""GID.""]}}",selects events from parameterized index/source-type scope; aggregates events by detection entities; extracts or normalizes fields from raw/structured data; applies a threshold or condition before alerting.,index values differ (3 distinct).
TPL-0377,Nx Multiple Non Blocked Event From Same Attacker,malware,"[""[AVSECO] 0464_NX Multiple Non-Blocked Event From Same Attacker"", ""[CITIC Pacific] 0464_NX Multiple Non-Blocked Event From Same Attacker""]",saved_alert | index-scoped/mixed,"index = {{index}} not(act={{value}}) | rex field=_raw {{value}} | stats values(dst) as dst dc(dst) as dcdst values(msg) as msg count as count_ by src host act | search count_ > {{value}} | search not [| search index = {{index}} ticketnumber={{value}}*0464 earliest={{earliest}} | stats count by {{src_ip_field}} | rename {{src_ip_field}} as src | table src] | eval {{value}}=count_ | eval {{value}} = mvjoin(msg,{{value}}) | eval {{value}} = {{value}} | eval {{value}} = {{value}} {{macro:virustotal_scan_source_ip___q2}}","{""index"": {""default"": ""g50501_nx"", ""distinct_count"": 3, ""examples"": [""g50501_nx"", ""ticket_summary"", ""g20499_fireeye""]}, ""macro"": {""default"": ""virustotal_scan_source_ip('Event_Source IP')"", ""distinct_count"": 1, ""examples"": [""virustotal_scan_source_ip('Event_Source IP')""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [true], ""schedules"": [""*/15 * * * *""], ""severities"": [4]}, ""src_ip_field"": {""default"": ""SourceIP"", ""distinct_count"": 2, ""examples"": [""SourceIP"", ""src_ip""]}, ""value"": {""default"": ""*block*"", ""distinct_count"": 6, ""examples"": [""*block*"", ""_raw"", ""50501*0464"", ""-1h"", ""strftime"", ""GID.""]}}",selects events from parameterized index/source-type scope; aggregates events by detection entities; extracts or normalizes fields from raw/structured data; applies a threshold or condition before alerting.,index values differ (3 distinct).
TPL-0378,Nx Signature Detected And Allowed,malware,"[""[AVSECO] 3500_NX Signature Detected and Allowed"", ""[AVSECO] 3511_NX Signature Detected and Allowed"", ""[CITIC Pacific] 3511_NX Signature Detected and Allowed""]",saved_alert | index-scoped/mixed,"index = {{index}} not(act={{value}}) | rex field=_raw {{value}} | search not (dst in ({{value_set}}) and cs5={{value}} and {{dest_port_field}}={{value}} and cs1={{value}}) | where dst={{value}} or src!={{value}} | search not [| search index = {{index}} ticketnumber={{value}}*3500 earliest={{earliest}} | eval url={{value}}(url, {{value}},{{value}}) | stats count by {{src_ip_field}} {{dest_ip_field}} signature url | rename url as cs5, {{src_ip_field}} as src {{dest_ip_field}} as dst signature as signature | table cs5 src dst signature ] | eval cat=if(isnull(cat), {{value}}, cat) | eval act=if(isnull(act), {{value}}, act) | stats values(cs5) as cs5 count by signature src dst _time host cat act | eval {{value}}=signature | eval cs5=replace(cs5,{{value}},{{value}}) | eval {{value}} = case(match(signature,{{value}}), mvjoin(cs5,{{value}})) | sort -event_action | eval signature=if(signature={{value}}, {{value}}, signature) | dedup signature {{value}} {{value}} | lookup mitre_enterprise_list.csv techniqueidcombined as cat output technique as te , tactic as ta | eval te=if(isnull(te), {{value}}, te) | eval ta=if(isnull(ta), {{value}}, ta) {{macro:virustotal_scan_source_ip___q1}} | rename te as {{value}} , ta as {{value}} | fillnull value={{value}}","{""dest_ip_field"": {""default"": ""DestinationIP"", ""distinct_count"": 2, ""examples"": [""DestinationIP"", ""dst_ip""]}, ""index"": {""default"": ""g50501_nx"", ""distinct_count"": 3, ""examples"": [""g50501_nx"", ""ticket_summary"", ""g20499_fireeye""]}, ""macro"": {""default"": ""exclude DNS query"", ""distinct_count"": 3, ""examples"": [""exclude DNS query"", ""suspend alert for 12 hr"", ""virustotal_scan_source_ip('Event_Source IP')""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 3, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [true], ""schedules"": [""*/15 * * * *""], ""severities"": [4]}, ""src_ip_field"": {""default"": ""SourceIP"", ""distinct_count"": 2, ""examples"": [""SourceIP"", ""src_ip""]}, ""value"": {""default"": ""block*"", ""distinct_count"": 6, ""examples"": [""block*"", ""_raw"", ""https://app-measurement.com/sdk-exp"", ""PAB_Phishing_Link_20251222"", ""34.104.35.123"", ""50501*3500""]}}",selects events from parameterized index/source-type scope; aggregates events by detection entities; checks a lookup/allowlist or suppresses known exceptions; extracts or normalizes fields from raw/structured data; applies a threshold or condition before alerting.,index values differ (3 distinct).
TPL-0379,Pa Spyware Detected,malware,"[""[IA] 0405_PA Spyware detected"", ""[IA] 0405_PA Spyware detected *""]",saved_alert | index-scoped/mixed,"index = {{index}} eventtype={{value}} threat_category={{value}} action!={{value}} action!={{value}} not (severity={{value}} or severity={{value}} or severity={{value}}) | search not [| inputlookup {{customer_source}}_trusted_ip.csv | rename ip as {{src_ip_field}} | fields {{src_ip_field}}] | rename threat_category as {{value}} | stats count as event_count by fix_ticketnumber, {{value}}, {{value}}, {{value}}, {{value}}, {{value}},{{value}}, {{value}}, {{value}}, {{value}}, {{value}}, fix_index | eval {{value}} = {{value}} | eval {{value}} = {{value}}","{""index"": {""default"": ""*49425*"", ""distinct_count"": 1, ""examples"": [""*49425*""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""(none)"", ""cloud migration""], ""descriptions_available"": 1, ""enabled_states"": [false, true], ""schedules"": [""*/15 * * * *""], ""severities"": [4]}, ""src_ip_field"": {""default"": ""src_ip"", ""distinct_count"": 1, ""examples"": [""src_ip""]}, ""value"": {""default"": ""pan_threat"", ""distinct_count"": 6, ""examples"": [""pan_threat"", ""spyware"", ""blocked"", ""dropped"", ""informational"", ""low""]}}",selects events from parameterized index/source-type scope; aggregates events by detection entities; checks a lookup/allowlist or suppresses known exceptions; applies a threshold or condition before alerting.,enabled and disabled variants are both present.
TPL-0380,Potential Ddos Attack Detected,malware,"[""[ChineseEstate] 0892_Potential DDoS Attack Detected"", ""[Tahoe] 0892_Potential DDoS Attack Detected""]",saved_alert | index-scoped/mixed,index = {{index}} {{value}} | stats count values(httpmessage.method) as httpmessage.method values(httpmessage.host) as httpmessage.host values(httpmessage.port) as httpmessage.port values(httpmessage.status) as httpmessage.status by attackdata.{{src_ip_field}} host | eval source = {{source}} | eventstats dc(source) as number_of_bot | where number_of_bot > {{threshold}} | eval {{value}} = {{value}} | eval {{value}} = {{value}} | eval {{value}} = count | eval {{value}} = {{value}} | eval {{value}} = {{value}} {{macro:virustotal_scan_source_ip___q2}},"{""index"": {""default"": ""g49749_akamai"", ""distinct_count"": 2, ""examples"": [""g49749_akamai"", ""*46974*akamai*""]}, ""macro"": {""default"": ""virustotal_scan_source_ip('Event_Source IP')"", ""distinct_count"": 1, ""examples"": [""virustotal_scan_source_ip('Event_Source IP')""]}, ""source"": {""default"": ""attackData.clientIP"", ""distinct_count"": 1, ""examples"": [""attackData.clientIP""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [false, true], ""schedules"": [""*/15 * * * *""], ""severities"": [4]}, ""src_ip_field"": {""default"": ""clientIP"", ""distinct_count"": 1, ""examples"": [""clientIP""]}, ""threshold"": {""default"": ""49"", ""distinct_count"": 1, ""examples"": [""49""]}, ""value"": {""default"": ""deny"", ""distinct_count"": 3, ""examples"": [""deny"", ""strftime"", ""GID.""]}}",selects events from parameterized index/source-type scope; aggregates events by detection entities; extracts or normalizes fields from raw/structured data; applies a threshold or condition before alerting.,index values differ (2 distinct); enabled and disabled variants are both present.
TPL-0381,Potentially Unwanted Application (Pua) S1 (variant 1),malware,"[""[HKGI] 0009_Potentially Unwanted Application (PUA)_S1"", ""[HKGI] 4444_uncleaned Virus detection_S1"", ""[HKGI] 5556_uncleaned infostealer detection_S1"", ""[Wilson Group] 0009_Potentially Unwanted Application (PUA)_S1""]",saved_alert | sourcetype=sentinelone:channel:threats,index = {{index}} sourcetype = {{sourcetype}} {{value}}={{value}} {{value}}!={{value}} | bin _time span={{time_window}} | eval {{value}} = {{value}} | eval {{value}} = {{value}} | eval {{value}} = {{value}} | eval {{value}} = {{value}} | eval {{value}} = {{value}},"{""index"": {""default"": ""g48773"", ""distinct_count"": 2, ""examples"": [""g48773"", ""g50057_s1""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 4, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [false, true], ""schedules"": [""*/15 * * * *""], ""severities"": [4]}, ""sourcetype"": {""default"": ""sentinelone:channel:threats"", ""distinct_count"": 1, ""examples"": [""sentinelone:channel:threats""]}, ""time_window"": {""default"": ""1m"", ""distinct_count"": 1, ""examples"": [""1m""]}, ""value"": {""default"": ""1m"", ""distinct_count"": 3, ""examples"": [""1m"", ""strftime"", ""GID.""]}}",selects events from parameterized index/source-type scope; buckets events into a time window.,index values differ (2 distinct); enabled and disabled variants are both present.
TPL-0382,Potentially Unwanted Application (Pua) S1 (variant 2),malware,"[""[ChineseEstate] 0009_Potentially Unwanted Application (PUA)_S1"", ""[ChineseEstate] 4444_uncleaned Virus detection_S1"", ""[ChineseEstate] 5556_uncleaned infostealer detection_S1""]",saved_alert | sourcetype=sentinelone:channel:threats,index = {{index}} sourcetype = {{sourcetype}} {{value}}={{value}} {{value}}={{value}} | bin _time span={{time_window}} | eval {{value}} = {{value}} | eval {{value}} = {{value}} | eval {{value}} = {{value}} | eval {{value}} = {{value}} | eval {{value}} = {{value}},"{""index"": {""default"": ""g49749_s1"", ""distinct_count"": 1, ""examples"": [""g49749_s1""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 3, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [true], ""schedules"": [""*/15 * * * *""], ""severities"": [4]}, ""sourcetype"": {""default"": ""sentinelone:channel:threats"", ""distinct_count"": 1, ""examples"": [""sentinelone:channel:threats""]}, ""time_window"": {""default"": ""1m"", ""distinct_count"": 1, ""examples"": [""1m""]}, ""value"": {""default"": ""1m"", ""distinct_count"": 3, ""examples"": [""1m"", ""strftime"", ""GID.""]}}",selects events from parameterized index/source-type scope; buckets events into a time window.,source-specific values and alert metadata are consistent across the group.
TPL-0383,Ransomware Detection Checkpoint,malware,"[""[47199] 0527_Ransomware Detection_CheckPoint"", ""[Contempo] 0527_Ransomware Detection_CheckPoint"", ""[FU YU] 0527_Ransomware Detection_CheckPoint"", ""[HSH] 0527_Ransomware Detection_CheckPoint"", ""[TIMC] 0527_Ransomware Detection_CheckPoint""]",saved_alert | index-scoped/mixed,"index = {{index}} malware_action={{value}} severity=* action=* | bin _time span={{time_window}} | stats count by _time protection_name severity file_path action src_machine_name {{src_ip_field}} src_user malware_action file_name host file_hash | eval {{value}} = protection_name | eval _time=relative_time(_time, {{value}}) | eval {{value}} = src_user | eval {{value}} = file_hash | eval {{value}} = {{value}} | eval {{value}} = {{value}} {{macro:virustotal_scan_hash___q2}}","{""index"": {""default"": ""g47199"", ""distinct_count"": 5, ""examples"": [""g47199"", ""g32106_cp_edr"", ""g39894"", ""g50062"", ""g49818_edr""]}, ""macro"": {""default"": ""virustotal_scan_hash('Event_Hash')"", ""distinct_count"": 1, ""examples"": [""virustotal_scan_hash('Event_Hash')""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 5, ""alert_types"": [""number of events""], ""descriptions"": [""<<Signature base detection>>""], ""descriptions_available"": 5, ""enabled_states"": [true], ""schedules"": [""*/15 * * * *""], ""severities"": [4]}, ""src_ip_field"": {""default"": ""src_ip"", ""distinct_count"": 1, ""examples"": [""src_ip""]}, ""time_window"": {""default"": ""1m"", ""distinct_count"": 1, ""examples"": [""1m""]}, ""value"": {""default"": ""ransomware"", ""distinct_count"": 6, ""examples"": [""ransomware"", ""*"", ""1m"", ""strftime"", ""GID."", ""relative_time""]}}",selects events from parameterized index/source-type scope; buckets events into a time window; aggregates events by detection entities; applies a threshold or condition before alerting.,index values differ (5 distinct).
TPL-0384,Ransomware Detection S1 (variant 1),malware,"[""[FSE Aiden Chan] 0517_Ransomware Detection_S1"", ""[FSE Tommy Chan] 0517_Ransomware Detection_S1"", ""[FSE] 0517_Ransomware Detection_S1""]",saved_alert | sourcetype=sentinelone:channel:threats,"index = {{index}} sourcetype = {{sourcetype}} | spath {{value}} | spath {{value}} | spath {{value}} | spath {{value}} | spath {{value}} | spath {{value}} | spath {{value}} | spath {{value}} | spath {{value}} | spath {{value}} | search {{value}} = {{value}} | search {{value}} = {{value}} | search {{value}} = {{value}} | search not {{value}} = {{value}} | eval last_5time = relative_time(now(), {{value}}) | eval now_time = now() | eval result = if( (_time > last_5time and _time < now_time), {{value}},{{value}}) | search result = {{value}} | eval {{value}} = strptime({{value}}, {{value}}) | eval {{value}} = strftime(actualt_utc, {{value}}) | eval {{value}} = relative_time(actualt_utc, {{value}}) | eval {{value}} = strftime(actualt_hkt, {{value}}) | eval _identifiedat = strptime(actualt_hkt_str, {{value}}) | eval searchtime = relative_time(now(), {{value}}) | eval searchtime_str = strftime(searchtime, {{value}}) | where _identifiedat >= {{value}} | search not [| search index = {{index}} (ticketnumber={{value}}*0517 or ticketnumber={{value}}*0517) earliest={{earliest}} | stats count by applicationpath {{host_field}} threatid | rename applicationpath as threatinfo.filepath | rename {{host_field}} as agentrealtimeinfo.agentcomputername | rename threatid as threatinfo.threatid | fillnull threatinfo.threatid value={{value}} | table threatinfo.filepath, agentrealtimeinfo.agentcomputername, threatinfo.threatid] | search [ search index = {{index}} sourcetype = {{sourcetype}} | spath {{value}} | spath {{value}} | spath {{value}} | spath {{value}} | spath {{value}} | spath {{value}} | spath {{value}} | spath {{value}} | spath {{value}} | search {{value}}={{value}} | stats earliest(threatinfo.mitigationstatus) as first_action, latest(threatinfo.mitigationstatus) as last_action by threatinfo.filepath, agentrealtimeinfo.agentcomputername, threatinfo.threatid | search first_action = {{value}} and last_action = {{value}} | table threatinfo.filepath, agentrealtimeinfo.agentcomputername, threatinfo.threatid] | eval {{value}} = {{value}} | eval {{value}} = host | eval {{value}} = {{value}} | eval {{value}} = {{value}} | eval {{value}} = {{value}} {{macro:virustotal_scan_hash___q2}} | rename {{value}} as {{value}} | fillnull {{value}}","{""host_field"": {""default"": ""Hostname"", ""distinct_count"": 3, ""examples"": [""Hostname"", ""host"", ""Host""]}, ""index"": {""default"": ""fse_s1"", ""distinct_count"": 2, ""examples"": [""fse_s1"", ""ticket_summary""]}, ""macro"": {""default"": ""| search NOT ((_time > last_5time) AND (_time < now_time) AND (threatInfo.mitigationStatus = \""not_mitigated\""))"", ""distinct_count"": 3, ""examples"": [""| search NOT ((_time > last_5time) AND (_time < now_time) AND (threatInfo.mitigationStatus = \""not_mitigated\""))"", ""| eval \""ActualT\"" = 'threatInfo.identifiedAt'  | eval \""ActualT\""=strftime(strptime(ActualT, \""%Y-%m-%dT%H:%M:%S.%3N%Z\""), \""%Y-%m-%d\"")"", ""virustotal_scan_hash('Event_File Hash')""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 3, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [true], ""schedules"": [""*/15 * * * *""], ""severities"": [5]}, ""sourcetype"": {""default"": ""sentinelone:channel:threats"", ""distinct_count"": 1, ""examples"": [""sentinelone:channel:threats""]}, ""value"": {""default"": ""relative_time"", ""distinct_count"": 6, ""examples"": [""relative_time"", ""now"", ""not_mitigated"", ""if"", ""no"", ""strptime""]}}",selects events from parameterized index/source-type scope; extracts or normalizes fields from raw/structured data; applies a threshold or condition before alerting.,index values differ (2 distinct).
TPL-0385,Ransomware Detection S1 (variant 2),malware,"[""[ChineseEstate] 0517_Ransomware Detection_S1"", ""[HKGI] 0517_Ransomware Detection_S1""]",saved_alert | sourcetype=sentinelone:channel:threats,index = {{index}} sourcetype = {{sourcetype}} {{value}}={{value}}* | bin _time span={{time_window}} | eval {{value}} = {{value}} | eval {{value}} = {{value}} | eval {{value}} = {{value}} | eval {{value}} = {{value}} | eval {{value}} = {{value}},"{""index"": {""default"": ""g49749_s1"", ""distinct_count"": 2, ""examples"": [""g49749_s1"", ""g48773""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""(none)""], ""descriptions_available"": 0, ""enabled_states"": [false], ""schedules"": [""*/15 * * * *"", ""*/05 * * * *""], ""severities"": [4]}, ""sourcetype"": {""default"": ""sentinelone:channel:threats"", ""distinct_count"": 1, ""examples"": [""sentinelone:channel:threats""]}, ""time_window"": {""default"": ""1m"", ""distinct_count"": 1, ""examples"": [""1m""]}, ""value"": {""default"": ""not_mitigated"", ""distinct_count"": 4, ""examples"": [""not_mitigated"", ""1m"", ""strftime"", ""GID.""]}}",selects events from parameterized index/source-type scope; buckets events into a time window.,index values differ (2 distinct); schedules differ (2 distinct).
TPL-0386,Recurring Infection On Host (variant 1),malware,"[""FubonPOC - Recurring Infection on Host"", ""[Fubon] 9907_Recurring Infection on Host"", ""[HKCEC] 9907_Recurring Infection on Host""]",saved_alert | sourcetype=symantec:ep:security:file,"index = {{index}} sourcetype = {{sourcetype}} category in ({{value_set}}) | bin _time span={{time_window}} | eval check=_time.{{value}}.{{host_field}}.{{value}}.event_description.{{value}}.intrusion_url.{{value}}.{{username_field}}.{{value}}.cids_signature_string | stats count(_time) as count values(check) as check by sha_256 {{host_field}} host | search count > {{threshold}} | mvexpand check | rex field=check {{value}} | eval time=strftime(time,{{value}}) | rename time as infection_hour | mvexpand infection_hour | eval {{value}} = {{value}} | eval {{value}} = sha_256 | eval {{value}} = intrusion_url | eval {{value}} = infection_hour","{""host_field"": {""default"": ""dvc"", ""distinct_count"": 3, ""examples"": [""dvc"", ""host"", ""Host""]}, ""index"": {""default"": ""g46781"", ""distinct_count"": 2, ""examples"": [""g46781"", ""g50238_symantec""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 3, ""alert_types"": [""number of events""], ""descriptions"": [""(none)"", ""20240807 No relevant logs at the moment, need further veirfy""], ""descriptions_available"": 1, ""enabled_states"": [false, true], ""schedules"": [""*/15 * * * *""], ""severities"": [3]}, ""sourcetype"": {""default"": ""symantec:ep:security:file"", ""distinct_count"": 1, ""examples"": [""symantec:ep:security:file""]}, ""threshold"": {""default"": ""3"", ""distinct_count"": 1, ""examples"": [""3""]}, ""time_window"": {""default"": ""10m"", ""distinct_count"": 1, ""examples"": [""10m""]}, ""username_field"": {""default"": ""user"", ""distinct_count"": 1, ""examples"": [""user""]}, ""value"": {""default"": ""10m"", ""distinct_count"": 5, ""examples"": [""10m"", ""_time."", ""check"", ""strftime"", ""GID.""]}}",selects events from parameterized index/source-type scope; buckets events into a time window; aggregates events by detection entities; extracts or normalizes fields from raw/structured data; applies a threshold or condition before alerting.,index values differ (2 distinct); enabled and disabled variants are both present.
TPL-0387,Recurring Infection On Host (variant 2),malware,"[""[47645] Recurring Infection on Host"", ""[Haitong] 1141_Recurring Infection on Host""]","saved_alert | sourcetype=symantec:ep:security:file, symantec:ep:security:syslog","index = {{index}} sourcetype = {{sourcetype}} | rex field=_raw {{value}} | rex field=_raw {{value}} | rex field=_raw {{value}} | rex field=_raw {{value}} | rex field=_raw {{value}} | search intrustion_url!={{value}} | rex field=_raw {{value}} | eval check=_time.{{value}}.{{host_field}}.{{value}}.description.{{value}}.intrustion_url.{{value}}.{{username_field}}.{{value}}.cids_signature_string | stats count(_time) as count values(check) as check by sha_256 {{host_field}} host | mvexpand check | rex field=check {{value}} | eval time=strftime(time,{{value}}) | where count > {{threshold}} | rename time as infection_hour | mvexpand infection_hour | eval {{value}} = {{value}} | eval {{value}} = intrusion_url | eval {{value}} = infection_hour | eval {{value}} = count | eval {{value}} = {{value}} | eval {{value}} = {{value}} | eval {{value}} = if(len({{value}}) == 0, {{value}}, {{value}})","{""host_field"": {""default"": ""dvc"", ""distinct_count"": 3, ""examples"": [""dvc"", ""host"", ""Host""]}, ""index"": {""default"": ""g47645*"", ""distinct_count"": 2, ""examples"": [""g47645*"", ""*48113*""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""(none)"", ""Disable for amendment""], ""descriptions_available"": 1, ""enabled_states"": [false, true], ""schedules"": [""7-59/30 * * * *"", ""*/15 * * * *""], ""severities"": [3]}, ""sourcetype"": {""default"": ""symantec:ep:security:file"", ""distinct_count"": 2, ""examples"": [""symantec:ep:security:file"", ""symantec:ep:security:syslog""]}, ""threshold"": {""default"": ""20"", ""distinct_count"": 1, ""examples"": [""20""]}, ""username_field"": {""default"": ""User Name"", ""distinct_count"": 4, ""examples"": [""User Name"", ""user"", ""User"", ""User_Name""]}, ""value"": {""default"": ""_raw"", ""distinct_count"": 6, ""examples"": [""_raw"", ""_time."", ""check"", ""strftime"", ""GID."", ""JP Office Network""]}}",selects events from parameterized index/source-type scope; buckets events into a time window; aggregates events by detection entities; extracts or normalizes fields from raw/structured data; applies a threshold or condition before alerting.,index values differ (2 distinct); sourcetype values differ (2 distinct); schedules differ (2 distinct); enabled and disabled variants are both present.
TPL-0388,Recurring Infection On Host (variant 3),malware,"[""[Haitong] 9907_Recurring Infection on Host"", ""[Haitong] 9907_Recurring Infection on Host_CrowdStrike""]",saved_alert | sourcetype=symantec:ep:security:syslog,"index = {{index}} sourcetype = {{sourcetype}} category in ({{value_set}}) not ((location={{value}} or location={{value}}) and application_name={{value}} ) | bin _time span={{time_window}} | eval check=_time.{{value}}.{{host_field}}.{{value}}.event_description.{{value}}.intrusion_url.{{value}}.{{username_field}}.{{value}}.cids_signature_string | stats count(_time) as count values(check) as check by sha_256 {{host_field}} host client_name application_name {{username_field}} local_host_ip | search count > {{threshold}} | mvexpand check | rex field=check {{value}} | eval time=strftime(time,{{value}}) | rename time as infection_hour | mvexpand infection_hour | eval {{value}} = {{value}} | eval {{value}} = client_name | eval {{value}} = {{username_field}} | eval {{value}} = sha_256 | eval {{value}} = intrusion_url | eval {{value}} = infection_hour | eval {{value}} = {{value}} | eval {{value}} = {{value}}","{""host_field"": {""default"": ""dvc"", ""distinct_count"": 3, ""examples"": [""dvc"", ""host"", ""Host""]}, ""index"": {""default"": ""*48113*"", ""distinct_count"": 1, ""examples"": [""*48113*""]}, ""source_alert_metadata"": {""actions"": [""logevent""], ""alert_count"": 2, ""alert_types"": [""number of events""], ""descriptions"": [""Disable for amendment""], ""descriptions_available"": 2, ""enabled_states"": [false], ""schedules"": [""*/15 * * * *""], ""severities"": [3]}, ""sourcetype"": {""default"": ""symantec:ep:security:syslog"", ""distinct_count"": 1, ""examples"": [""symantec:ep:security:syslog""]}, ""threshold"": {""default"": ""20"", ""distinct_count"": 1, ""examples"": [""20""]}, ""time_window"": {""default"": ""10m"", ""distinct_count"": 1, ""examples"": [""10m""]}, ""username_field"": {""default"": ""user"", ""distinct_count"": 3, ""examples"": [""user"", ""User_Name"", ""User""]}, ""value"": {""default"": ""JP Office Network"", ""distinct_count"": 6, ""examples"": [""JP Office Network"", ""Remote Client"", ""*TEAMVIEWER_SERVICE.EXE*"", ""10m"", ""_time."", ""check""]}}",selects events from parameterized index/source-type scope; buckets events into a time window; aggregates events by detection entities; extracts or normalizes fields from raw/structured data; applies a threshold or condition before alerting.,source-specific values and alert metadata are consistent across the group.
